date,crypto,forecast_price,model
429,ADA,0.8555490577566311,SARIMA
430,ADA,0.8439681943457633,SARIMA
431,ADA,0.832625305075782,SARIMA
432,ADA,0.8307154494782498,SARIMA
433,ADA,0.8375464151261507,SARIMA
434,ADA,0.8309716509404594,SARIMA
435,ADA,0.8466503380844562,SARIMA
436,ADA,0.8441350609787588,SARIMA
437,ADA,0.836821331684523,SARIMA
438,ADA,0.8539262076056461,SARIMA
439,ADA,0.8563296518730623,SARIMA
440,ADA,0.8594463078211113,SARIMA
441,ADA,0.8694351966654426,SARIMA
442,ADA,0.8641488020754882,SARIMA
443,ADA,0.8504484858172258,SARIMA
444,ADA,0.8484199866210721,SARIMA
445,ADA,0.8576511809644636,SARIMA
446,ADA,0.8511085101314405,SARIMA
447,ADA,0.863085986876549,SARIMA
448,ADA,0.8687743514748175,SARIMA
449,ADA,0.8621709821795995,SARIMA
450,ADA,0.8761288811842718,SARIMA
451,ADA,0.8755215321350299,SARIMA
452,ADA,0.872951517701607,SARIMA
453,ADA,0.8839390418100699,SARIMA
454,ADA,0.8781653818105956,SARIMA
455,ADA,0.8646469360741136,SARIMA
456,ADA,0.8626287226286384,SARIMA
457,ADA,0.8716722848283545,SARIMA
458,ADA,0.8651274464430907,SARIMA
429,BCH,299.12226192559996,SARIMA
430,BCH,300.03985946338184,SARIMA
431,BCH,294.4018164045387,SARIMA
432,BCH,295.0786590782241,SARIMA
433,BCH,293.8033746690703,SARIMA
434,BCH,287.9917779068397,SARIMA
435,BCH,283.045638971021,SARIMA
436,BCH,279.3470408775395,SARIMA
437,BCH,290.10259188772864,SARIMA
438,BCH,291.47058404127944,SARIMA
439,BCH,281.3565335045066,SARIMA
440,BCH,292.18294403126356,SARIMA
441,BCH,292.4747673526597,SARIMA
442,BCH,295.8372642537676,SARIMA
443,BCH,290.02380723634434,SARIMA
444,BCH,291.95467419791544,SARIMA
445,BCH,291.6458604490066,SARIMA
446,BCH,287.14205008442354,SARIMA
447,BCH,281.5934180685166,SARIMA
448,BCH,281.92705783132436,SARIMA
449,BCH,290.52511749751534,SARIMA
450,BCH,290.8834408207388,SARIMA
451,BCH,281.30037329866724,SARIMA
452,BCH,287.9836463837197,SARIMA
453,BCH,289.4401437465586,SARIMA
454,BCH,292.5341513348138,SARIMA
455,BCH,286.7399575929186,SARIMA
456,BCH,288.53311249350446,SARIMA
457,BCH,288.11816470214734,SARIMA
458,BCH,283.4707383307638,SARIMA
429,BNB,382.97752055115734,SARIMA
430,BNB,378.6353880723056,SARIMA
431,BNB,376.25197253141357,SARIMA
432,BNB,375.3255292609434,SARIMA
433,BNB,375.1295656357232,SARIMA
434,BNB,373.1679661081899,SARIMA
435,BNB,372.77181769594847,SARIMA
436,BNB,378.93459820598355,SARIMA
437,BNB,381.63112836089016,SARIMA
438,BNB,383.25631007072263,SARIMA
439,BNB,383.3981856835552,SARIMA
440,BNB,380.7412048831392,SARIMA
441,BNB,384.191478595858,SARIMA
442,BNB,381.1319496399948,SARIMA
443,BNB,377.89040608009265,SARIMA
444,BNB,377.5288674771096,SARIMA
445,BNB,377.0089864099252,SARIMA
446,BNB,375.3967420700872,SARIMA
447,BNB,374.6218430330615,SARIMA
448,BNB,381.2536947140942,SARIMA
449,BNB,383.90141202674596,SARIMA
450,BNB,385.62556183611196,SARIMA
451,BNB,385.62235829102696,SARIMA
452,BNB,382.8171272680969,SARIMA
453,BNB,386.237120689983,SARIMA
454,BNB,383.2003609450418,SARIMA
455,BNB,379.94068967828457,SARIMA
456,BNB,379.59354289962215,SARIMA
457,BNB,379.0618829695946,SARIMA
458,BNB,377.45748616166924,SARIMA
429,BTC,39115.90465842301,SARIMA
430,BTC,38697.5618077507,SARIMA
431,BTC,38106.05012712006,SARIMA
432,BTC,38175.23727226784,SARIMA
433,BTC,38148.34503024834,SARIMA
434,BTC,36854.18505660529,SARIMA
435,BTC,36959.6253194779,SARIMA
436,BTC,38213.94662253158,SARIMA
437,BTC,37780.32085825811,SARIMA
438,BTC,37707.61573055195,SARIMA
439,BTC,37812.0246702699,SARIMA
440,BTC,37220.652098061546,SARIMA
441,BTC,37300.24428853329,SARIMA
442,BTC,37149.45201150794,SARIMA
443,BTC,36486.117939281656,SARIMA
444,BTC,36712.74421390243,SARIMA
445,BTC,36822.313925405375,SARIMA
446,BTC,35716.04793762656,SARIMA
447,BTC,35585.4854119762,SARIMA
448,BTC,37499.67237117575,SARIMA
449,BTC,37313.0496953966,SARIMA
450,BTC,37185.51905506613,SARIMA
451,BTC,37043.94988851945,SARIMA
452,BTC,35968.67010433327,SARIMA
453,BTC,36092.80580878523,SARIMA
454,BTC,35900.58921153267,SARIMA
455,BTC,35248.282614935495,SARIMA
456,BTC,35450.51356198675,SARIMA
457,BTC,35538.772564361156,SARIMA
458,BTC,34403.318808079224,SARIMA
429,DOGE,0.12429539640311864,SARIMA
430,DOGE,0.12442139860676708,SARIMA
431,DOGE,0.12097591821694213,SARIMA
432,DOGE,0.12153767762590335,SARIMA
433,DOGE,0.12921435805984585,SARIMA
434,DOGE,0.12415323055231603,SARIMA
435,DOGE,0.12504743575209587,SARIMA
436,DOGE,0.12394176632855586,SARIMA
437,DOGE,0.1261015676811953,SARIMA
438,DOGE,0.12424436200698903,SARIMA
439,DOGE,0.12629764827381632,SARIMA
440,DOGE,0.12706682519208465,SARIMA
441,DOGE,0.12805495909607573,SARIMA
442,DOGE,0.12875158636148168,SARIMA
443,DOGE,0.1251719194238581,SARIMA
444,DOGE,0.12534409913376865,SARIMA
445,DOGE,0.13263916134428932,SARIMA
446,DOGE,0.12806425529115234,SARIMA
447,DOGE,0.12844785163422284,SARIMA
448,DOGE,0.1283871933638689,SARIMA
449,DOGE,0.13041767945575702,SARIMA
450,DOGE,0.12864572580892378,SARIMA
451,DOGE,0.13019015564484124,SARIMA
452,DOGE,0.13012415480392628,SARIMA
453,DOGE,0.13128520418547476,SARIMA
454,DOGE,0.13192839551942281,SARIMA
455,DOGE,0.12836129414736241,SARIMA
456,DOGE,0.12856995753130168,SARIMA
457,DOGE,0.13590075745779467,SARIMA
458,DOGE,0.13128031773065962,SARIMA
393,DOT,17.836382579055595,SARIMA
394,DOT,17.664417642698044,SARIMA
395,DOT,17.576166912124616,SARIMA
396,DOT,17.512775245814822,SARIMA
397,DOT,17.703101016388043,SARIMA
398,DOT,17.771292042111444,SARIMA
399,DOT,17.971201256855984,SARIMA
400,DOT,17.782493552269067,SARIMA
401,DOT,18.022817802362162,SARIMA
402,DOT,17.983541458048638,SARIMA
403,DOT,17.665060624779603,SARIMA
404,DOT,17.724086782791918,SARIMA
405,DOT,17.946243260612373,SARIMA
406,DOT,18.043723259102787,SARIMA
407,DOT,17.737026941727994,SARIMA
408,DOT,17.85073509542646,SARIMA
409,DOT,17.897485517457127,SARIMA
410,DOT,18.08208054448807,SARIMA
411,DOT,18.18761455293052,SARIMA
412,DOT,18.07541715100418,SARIMA
413,DOT,18.253717982081255,SARIMA
414,DOT,18.26473329138358,SARIMA
415,DOT,17.905485621148653,SARIMA
416,DOT,17.997548128544537,SARIMA
417,DOT,18.192908605112514,SARIMA
418,DOT,18.312112851156613,SARIMA
419,DOT,17.98780409499936,SARIMA
420,DOT,18.11579113219187,SARIMA
421,DOT,18.150965274717436,SARIMA
422,DOT,18.344945506612063,SARIMA
429,ETH,2650.275428360019,SARIMA
430,ETH,2631.859627301843,SARIMA
431,ETH,2602.1759737679067,SARIMA
432,ETH,2600.794520787179,SARIMA
433,ETH,2596.9408547511894,SARIMA
434,ETH,2568.1148240949087,SARIMA
435,ETH,2589.114796252529,SARIMA
436,ETH,2625.8015768788737,SARIMA
437,ETH,2625.0163605379184,SARIMA
438,ETH,2629.263832554545,SARIMA
439,ETH,2623.9894096698645,SARIMA
440,ETH,2613.6520312259318,SARIMA
441,ETH,2643.827443438758,SARIMA
442,ETH,2632.9545071480607,SARIMA
443,ETH,2600.277437276326,SARIMA
444,ETH,2600.910108461461,SARIMA
445,ETH,2606.820433714206,SARIMA
446,ETH,2581.8558367129212,SARIMA
447,ETH,2590.5142929092244,SARIMA
448,ETH,2644.5581143941804,SARIMA
449,ETH,2646.730820775211,SARIMA
450,ETH,2649.6869138625707,SARIMA
451,ETH,2636.9913263858766,SARIMA
452,ETH,2613.2821626408977,SARIMA
453,ETH,2643.788886960086,SARIMA
454,ETH,2632.6147639290552,SARIMA
455,ETH,2599.9809607300654,SARIMA
456,ETH,2600.605527328771,SARIMA
457,ETH,2605.790736889386,SARIMA
458,ETH,2580.658635882421,SARIMA
429,LTC,104.92587888567002,SARIMA
430,LTC,102.61751104941774,SARIMA
431,LTC,101.68811167633538,SARIMA
432,LTC,102.29138061036966,SARIMA
433,LTC,102.31487384902239,SARIMA
434,LTC,100.2408293186722,SARIMA
435,LTC,100.46028157212238,SARIMA
436,LTC,101.1585325044957,SARIMA
437,LTC,102.53672932729383,SARIMA
438,LTC,103.20376821322161,SARIMA
439,LTC,101.30107465271541,SARIMA
440,LTC,103.91720225933454,SARIMA
