Date,Open,High,Low,Close,Adj Close,Volume,crypto
2020-12-31,0.1840340048074722,0.1857489943504333,0.176594004034996,0.1813970059156417,0.1813970059156417,1132268397,ADA
2021-01-01,0.1813820004463195,0.1842460036277771,0.1720219999551773,0.1753499954938888,0.1753499954938888,1122218004,ADA
2021-01-02,0.1753589957952499,0.1842530071735382,0.1692329943180084,0.1774230003356933,0.1774230003356933,1408849504,ADA
2021-01-03,0.177382007241249,0.2086790055036544,0.1733759939670562,0.2049950063228607,0.2049950063228607,2303857909,ADA
2021-01-04,0.2052360028028488,0.2396609932184219,0.1944500058889389,0.2247619926929474,0.2247619926929474,3260699086,ADA
2021-01-05,0.2248169928789138,0.2648859918117523,0.2084539979696273,0.2583140134811401,0.2583140134811401,4097207384,ADA
2021-01-06,0.2585490047931671,0.3462980091571808,0.2562249898910522,0.3318980038166046,0.3318980038166046,6170988900,ADA
2021-01-07,0.3322719931602478,0.3533439934253692,0.2832159996032715,0.2999800145626068,0.2999800145626068,5149188552,ADA
2021-01-08,0.3003869950771332,0.3201909959316253,0.2664760053157806,0.3055970072746277,0.3055970072746277,4560690774,ADA
2021-01-09,0.3056110143661499,0.338595986366272,0.2966940104961395,0.3329730033874511,0.3329730033874511,3655608662,ADA
2021-01-10,0.3329609930515289,0.340393990278244,0.2845560014247894,0.3048950135707855,0.3048950135707855,3732911206,ADA
2021-01-11,0.3049960136413574,0.3049960136413574,0.233033001422882,0.2754659950733185,0.2754659950733185,4768803200,ADA
2021-01-12,0.2752490043640136,0.3133699893951416,0.2657270133495331,0.2870030105113983,0.2870030105113983,4037298875,ADA
2021-01-13,0.2866879999637604,0.3144649863243103,0.2723950147628784,0.3136090040206909,0.3136090040206909,2656935144,ADA
2021-01-14,0.3135460019111633,0.3235520124435425,0.2998000085353851,0.3103959858417511,0.3103959858417511,2686785564,ADA
2021-01-15,0.3105539977550506,0.3296850025653839,0.2807419896125793,0.3025299906730652,0.3025299906730652,3171984602,ADA
2021-01-16,0.302511990070343,0.3654110133647918,0.3022499978542328,0.3524439930915832,0.3524439930915832,4476161885,ADA
2021-01-17,0.3523370027542114,0.3956530094146728,0.3428339958190918,0.3798519968986511,0.3798519968986511,5617481334,ADA
2021-01-18,0.379734992980957,0.3954429924488067,0.3662329912185669,0.3714280128479004,0.3714280128479004,3480282508,ADA
2021-01-19,0.3714570105075836,0.3829869925975799,0.3636240065097809,0.3691369891166687,0.3691369891166687,2957453653,ADA
2021-01-20,0.3689360022544861,0.3761970102787018,0.331957995891571,0.3753939867019653,0.3753939867019653,3281600988,ADA
2021-01-21,0.375449001789093,0.3787159919738769,0.3014009892940521,0.3102090060710907,0.3102090060710907,3567902823,ADA
2021-01-22,0.3100540041923523,0.359158992767334,0.2835760116577148,0.3495770096778869,0.3495770096778869,4066222238,ADA
2021-01-23,0.3493320047855377,0.3572109937667846,0.3367010056972503,0.345643013715744,0.345643013715744,2781033956,ADA
2021-01-24,0.3455860018730163,0.3686389923095703,0.3387559950351715,0.3538810014724731,0.3538810014724731,2539663711,ADA
2021-01-25,0.3538500070571899,0.3635120093822479,0.3416630029678345,0.343885987997055,0.343885987997055,2339817092,ADA
2021-01-26,0.3438409864902496,0.3497529923915863,0.3258149921894073,0.3442339897155761,0.3442339897155761,2557745015,ADA
2021-01-27,0.344217985868454,0.344217985868454,0.3054609894752502,0.3130800127983093,0.3130800127983093,2666764973,ADA
2021-01-28,0.3130210041999817,0.3534829914569855,0.3061040043830871,0.3461290001869201,0.3461290001869201,2863036709,ADA
2021-01-29,0.3523479998111725,0.3667719960212707,0.3320150077342987,0.348131000995636,0.348131000995636,3367098095,ADA
2021-01-30,0.3480780124664306,0.3727200031280517,0.3374690115451813,0.362619012594223,0.362619012594223,2866173269,ADA
2021-01-31,0.3626079857349396,0.3754050135612488,0.3389520049095154,0.344897985458374,0.344897985458374,2455679992,ADA
2021-02-01,0.3448170125484466,0.4171519875526428,0.334194004535675,0.4020330011844635,0.4020330011844635,3838085989,ADA
2021-02-02,0.4029519855976105,0.4525949954986572,0.3887870013713836,0.4262470006942749,0.4262470006942749,6504904709,ADA
2021-02-03,0.4259589910507202,0.4473550021648407,0.4150460064411163,0.4413999915122986,0.4413999915122986,3648896567,ADA
2021-02-04,0.4413569867610931,0.4470140039920807,0.4101580083370209,0.4410510063171386,0.4410510063171386,3553059568,ADA
2021-02-05,0.4411419928073883,0.5567240118980408,0.4395560026168823,0.5378739833831787,0.5378739833831787,6808411307,ADA
2021-02-06,0.5377579927444458,0.6576279997825623,0.5229740142822266,0.6278859972953796,0.6278859972953796,8109402422,ADA
2021-02-07,0.6288319826126099,0.7025390267372131,0.5869489908218384,0.663237988948822,0.663237988948822,11252055620,ADA
