date,crypto,forecast_price,model
2022-03-27,BTC,40614.893309353385,PROPHET
2022-03-28,BTC,40396.30847699342,PROPHET
2022-03-29,BTC,40136.48370791154,PROPHET
2022-03-30,BTC,39836.59326062785,PROPHET
2022-03-31,BTC,39498.592624338526,PROPHET
2022-04-01,BTC,39125.16387824299,PROPHET
2022-04-02,BTC,38719.64284150571,PROPHET
2022-04-03,BTC,38285.929777143974,PROPHET
2022-04-04,BTC,37828.38580394178,PROPHET
2022-04-05,BTC,37351.71751046201,PROPHET
2022-03-07,DOGE,0.14231958285321195,PROPHET
2022-03-08,DOGE,0.1433367701800518,PROPHET
2022-03-09,DOGE,0.14452351462576654,PROPHET
2022-03-10,DOGE,0.14583948874017647,PROPHET
2022-03-11,DOGE,0.14723940838824542,PROPHET
2022-03-12,DOGE,0.14867435050006364,PROPHET
