date,crypto,forecast_price,model
2022-03-23,ETH,2831.3628,LSTM
2022-03-24,ETH,2833.5312,LSTM
2022-03-25,ETH,2835.5347,LSTM
2022-03-26,ETH,2837.4624,LSTM
2022-03-27,ETH,2839.444,LSTM
2022-03-28,ETH,2841.3533,LSTM
2022-03-29,ETH,2843.2512,LSTM
2022-03-30,ETH,2845.309,LSTM
2022-03-31,ETH,2847.3586,LSTM
2022-04-01,ETH,2849.2107,LSTM
2022-04-02,ETH,2851.3662,LSTM
2022-04-03,ETH,2853.5479,LSTM
2022-04-04,ETH,2855.6748,LSTM
2022-04-05,ETH,2857.6482,LSTM
2022-03-07,LTC,114.939835,LSTM
2022-03-08,LTC,115.48486,LSTM
2022-03-09,LTC,116.321365,LSTM
2022-03-10,LTC,117.34267,LSTM
2022-03-11,LTC,118.46198,LSTM
2022-03-12,LTC,119.62162,LSTM
2022-03-13,LTC,120.80595,LSTM
2022-03-14,LTC,121.97964,LSTM
2022-03-15,LTC,123.14526,LSTM
2022-03-16,LTC,124.29932,LSTM
2022-03-17,LTC,125.42328,LSTM
2022-03-18,LTC,126.5174,LSTM
2022-03-19,LTC,127.582695,LSTM
2022-03-20,LTC,128.60818,LSTM
2022-03-21,LTC,129.61017,LSTM
2022-03-22,LTC,130.60033,LSTM
2022-03-23,LTC,131.56422,LSTM
2022-03-24,LTC,132.50182,LSTM
2022-03-25,LTC,133.42249,LSTM
2022-03-26,LTC,134.3308,LSTM
2022-03-27,LTC,135.21199,LSTM
2022-03-28,LTC,136.07614,LSTM
2022-03-29,LTC,136.92448,LSTM
2022-03-30,LTC,137.74852,LSTM
2022-03-31,LTC,138.55818,LSTM
2022-04-01,LTC,139.35956,LSTM
2022-04-02,LTC,140.13089,LSTM
2022-04-03,LTC,140.88998,LSTM
2022-04-04,LTC,141.63843,LSTM
2022-04-05,LTC,142.3716,LSTM
2022-03-07,SOL,92.674934,LSTM
2022-03-08,SOL,92.84027,LSTM
2022-03-09,SOL,92.98855,LSTM
2022-03-10,SOL,93.11838,LSTM
2022-03-11,SOL,93.23522,LSTM
2022-03-12,SOL,93.34377,LSTM
2022-03-13,SOL,93.44196,LSTM
2022-03-14,SOL,93.53594,LSTM
2022-03-15,SOL,93.62017,LSTM
2022-03-16,SOL,93.694885,LSTM
2022-03-17,SOL,93.76942,LSTM
2022-03-18,SOL,93.84182,LSTM
2022-03-19,SOL,93.91718,LSTM
2022-03-20,SOL,93.99915,LSTM
2022-03-21,SOL,94.07733,LSTM
2022-03-22,SOL,94.14775,LSTM
2022-03-23,SOL,94.215836,LSTM
2022-03-24,SOL,94.28571,LSTM
2022-03-25,SOL,94.35524,LSTM
2022-03-26,SOL,94.4184,LSTM
2022-03-27,SOL,94.48526,LSTM
2022-03-28,SOL,94.55094,LSTM
2022-03-29,SOL,94.620415,LSTM
2022-03-30,SOL,94.69219,LSTM
2022-03-31,SOL,94.761055,LSTM
2022-04-01,SOL,94.82572,LSTM
2022-04-02,SOL,94.90215,LSTM
2022-04-03,SOL,94.97617,LSTM
2022-04-04,SOL,95.05062,LSTM
2022-04-05,SOL,95.11966,LSTM
2022-03-07,XRP,0.7522733,LSTM
2022-03-08,XRP,0.75311947,LSTM
2022-03-09,XRP,0.7540054,LSTM
2022-03-10,XRP,0.7548973,LSTM
2022-03-11,XRP,0.75580126,LSTM
2022-03-12,XRP,0.7568015,LSTM
2022-03-13,XRP,0.757803,LSTM
2022-03-14,XRP,0.7587661,LSTM
2022-03-15,XRP,0.7596796,LSTM
2022-03-16,XRP,0.76053685,LSTM
2022-03-17,XRP,0.7614419,LSTM
2022-03-18,XRP,0.7623214,LSTM
2022-03-19,XRP,0.76318026,LSTM
2022-03-20,XRP,0.764057,LSTM
2022-03-21,XRP,0.7648947,LSTM
2022-03-22,XRP,0.76565933,LSTM
2022-03-23,XRP,0.76642793,LSTM
2022-03-24,XRP,0.7672025,LSTM
2022-03-25,XRP,0.76791793,LSTM
2022-03-26,XRP,0.7685644,LSTM
2022-03-27,XRP,0.76922035,LSTM
2022-03-28,XRP,0.769844,LSTM
2022-03-29,XRP,0.7704517,LSTM
2022-03-30,XRP,0.7710908,LSTM
2022-03-31,XRP,0.7716808,LSTM
2022-04-01,XRP,0.77222264,LSTM
2022-04-02,XRP,0.7727844,LSTM
2022-04-03,XRP,0.77331287,LSTM
2022-04-04,XRP,0.77379906,LSTM
2022-04-05,XRP,0.7742501,LSTM
